TAPE1 CON. STOP [],JVC,131,-1,3
TAPE1 CONTROL STOP,JVC,131,-1,3
TAPE CONT STOP,JVC,131,-1,3
TAPE1 CON. FFWD >>,JVC,131,-1,6
TAPE1 CONTROL FFWD,JVC,131,-1,6
TAPE CONT >>,JVC,131,-1,6
TAPE1 CON. REW <<,JVC,131,-1,7
TAPE1 CONTROL REW,JVC,131,-1,7
TAPE CONT <<,JVC,131,-1,7
DIRECTION <>,JVC,131,-1,11
TAPE1 CON. PLAY >,JVC,131,-1,12
TAPE1 CONTROL PLAY>,JVC,131,-1,12
TAPE CONT PLAY,JVC,131,-1,12
TAPE1 CON. PAUSE ,JVC,131,-1,13
TAPE1 CONTROL PAUSE,JVC,131,-1,13
TAPE CONT PAUSE/STIL,JVC,131,-1,13
TAPE1 CON. PAUSE/S.,JVC,131,-1,13
TAPE1 CON. REC/PLAY,JVC,131,-1,204
TAPE CONT REC,JVC,131,-1,204
TAPE1 REC/STANDBY,JVC,131,-1,205
TAPE1 CON. REC/PAUSE,JVC,131,-1,205
TAPE1 CON.REC/PAUSE,JVC,131,-1,205
TAPE CONT REC/PAUSE,JVC,131,-1,205
DAT 10 CONTINUE,JVC,147,-1,126
POWER,JVC,159,-1,0
(SHIFT)TIMER ON/OFF,JVC,159,-1,54
DAP PRO LOGIN ON/OFF,JVC,163,-1,5
SURROUND ON/OFF,JVC,163,-1,5
SURR REAR ON/OFF(-),JVC,163,-1,5
DAP(PROCESS)ON/OFF,JVC,163,-1,5
DAPDOLBY ON/OFF,JVC,163,-1,5
TAPE2 MONITOR,JVC,163,-1,7
VCR2 POWER,JVC,163,-1,18
AUDIO POWER,JVC,163,-1,23
POWER,JVC,163,-1,23
POWER OFF,JVC,163,-1,26
POWER ON,JVC,163,-1,29
PHONO PLAY >,JVC,163,-1,33
PHONO STOP [],JVC,163,-1,34
SEA ON/OFF SEA,JVC,163,-1,48
SEA ON/OFF,JVC,163,-1,48
ON/OFF,JVC,163,-1,48
SEA LEVEL ON/OFF,JVC,163,-1,48
SEA CON. 63HZ,JVC,163,-1,49
CONTROL 1 63HZ,JVC,163,-1,49
SEA CON. 160HZ,JVC,163,-1,50
CONTROL 2 160HZ,JVC,163,-1,50
SEA CON. 400HZ,JVC,163,-1,51
CONTROL 3 400HZ,JVC,163,-1,51
SEA CON. 1KHZ,JVC,163,-1,52
CONTROL 4 1KHZ,JVC,163,-1,52
SEA CON. 2.5KHZ,JVC,163,-1,53
CONTROL 5 2.5KHZ,JVC,163,-1,53
SEA CON. 6.3KHZ,JVC,163,-1,54
CONTROL 6 6.3KHZ,JVC,163,-1,54
SEA CON. 16KHZ,JVC,163,-1,55
CONTROL 7/P 16KHZ,JVC,163,-1,55
SEA CON. SEA LEVEL +,JVC,163,-1,58
CONTROL 9 + SEA LEV.,JVC,163,-1,58
SEA CON. SEA LEVEL -,JVC,163,-1,59
CONTROL 8 - SEA LEV.,JVC,163,-1,59
PHONO,JVC,163,-1,60
PHONO SOURCE SELECT,JVC,163,-1,60
PHONO PLAY >,JVC,163,-1,60
SOURCE SELECT PHONO,JVC,163,-1,60
SOURCE SLCT PHONO,JVC,163,-1,60
CSRP ON/OFF,JVC,163,-1,82
SEA CON. DISPLAY,JVC,163,-1,112
SEA CON. SEA DISPLAY,JVC,163,-1,112
ON SCREEN,JVC,163,-1,115
DAP DAP ON/OFF,JVC,163,-1,213
C. TONE,JVC,163,-1,231
PHONO STOP [],JVC,179,-1,3
PHONO STOP [] (4),JVC,179,-1,3
PHONO STOP,JVC,179,-1,3
PHONO PLAY >,JVC,179,-1,12
PHONO PLAY > (1),JVC,179,-1,12
PHONO PLAY,JVC,179,-1,12
CD 10 CONTINUE,JVC,179,-1,110
CD CHANGER CONTINUE,JVC,179,-1,119
CONTINUE,JVC,179,-1,119
DISC CONTINUE,JVC,179,-1,119
CD DISC CONTINUE(9),JVC,179,-1,119
CD 10 (DISC) CONTIN,JVC,179,-1,119
CD CONTINUE,JVC,179,-1,119
VDP 10 CONTINUE,JVC,191,-1,110
CC CONVERTER,JVC,239,-1,186
TV POWER,JVC,3,-1,23
TV/CAT/SAT POWER,JVC,3,-1,23
POWER,JVC,3,-1,23
TV CH 10 CONTINUE,JVC,3,-1,24
BIPHONIC,JVC,3,-1,65
FUNCTION +,JVC,3,-1,90
FUNCTION -,JVC,3,-1,91
FUNCTION FORWARD V,JVC,3,-1,123
FUNCTION BACK ^,JVC,3,-1,124
CONTROL STOP [],JVC,67,-1,3
VCR1 POWER,JVC,67,-1,11
VCR POWER,JVC,67,-1,11
POWER VCR,JVC,67,-1,11
TV (CONTROL),JVC,67,-1,16
VCR 10KEY CONTINUE,JVC,67,-1,25
VCR REC/STANDBY,JVC,67,-1,205
VCR2 POWER (ON/OFF),JVC,83,-1,11
