SUB LEVEL CONTROL,NEC1,210,108,67
STANDBY,NEC1,210,108,71
OFF,NEC1,210,108,71
POWER OFF,NEC1,210,108,71
STANDBY (OFF),NEC1,210,108,71
RECIEVER OFF,NEC2,210,108,71
MUTE ON,NEC1,210,108,132
MT-ON,NEC1,210,108,132
MUTING ON,NEC1,210,108,132
MUTE OFF,NEC1,210,108,133
MT-OFF,NEC1,210,108,133
MUTING OFF,NEC1,210,108,133
POWER,NEC1,210,108,203
STANDBY/ON TOGGLE,NEC1,210,108,203
POWER ON/STANDBY,NEC1,210,108,203
POWER TOGGLE,NEC1,210,108,203
MONO,NEC1,210,108,209
ZONE 2 OFF,NEC1,210,108,213
MODE: THTR DIMENSION,NEC1,210,108,220
MODE THTR DIMENSION,NEC1,210,108,220
THEATREDIMENSIONAL,NEC1,210,108,220
SUB LEVEL CONTROL,NEC1,210,108,222
SPK SUB LVL CONTROL,NEC1,210,108,222
POWER ON,NEC1,210,109,4
ON,NEC1,210,109,4
POWER,NEC1,210,109,4
RECIEVER ON,NEC2,210,109,4
RCVR ON,NEC2,210,109,4
INPUT: PHONO,NEC1,210,109,10
PHONO,NEC1,210,109,10
INPUT PHONO,NEC1,210,109,10
PHONO,NEC2,210,109,10
SPEAKER SET A ON/OFF,NEC1,210,109,89
SPEAKER SET B ON/OFF,NEC1,210,109,90
TEST TONE,NEC1,210,109,154
2 TEST TONE,NEC1,210,109,154
SPK TEST TONE,NEC1,210,109,154
SPEAKER TEST TONE,NEC1,210,109,154
A. CONTROL,NEC1,210,109,155
ZONE 2,NEC1,210,109,204
ZONE 2 (SELECT/ON),NEC1,210,109,204
ZONE2/SEARCH/ENTER,NEC1,210,109,204
Z2 ON,NEC1,210,109,204
Z2 STANDBY,NEC1,210,109,204
ZONE2,NEC1,210,109,204
ZONE 2 OFF,NEC,210,109,204
ZONE 2 ON,NEC2,210,109,204
MT-OFF,NEC,210,109,204
MT-ON,NEC,210,109,204
ON,NEC,210,109,204
PHONO,NEC,210,109,204
STANDBY,NEC,210,109,204
ON,NEC1,210,109,204
STANDBY,NEC1,210,109,204
ZONE 2 ON,NEC,210,109,204
ZONE 2 CD,NEC2,210,109,204
ZONE 2 DVD,NEC2,210,109,204
ZONE 2 IRD,NEC2,210,109,204
ZONE 2 MSRV,NEC2,210,109,204
ZONE 2 PHONO,NEC2,210,109,204
ZONE 2 TAPE,NEC2,210,109,204
ZONE 2 TUNER,NEC2,210,109,204
ZONE 2 VIDEO 1,NEC2,210,109,204
ZONE 2 VIDEO 2,NEC2,210,109,204
ZONE 2 VIDEO 3,NEC2,210,109,204
ZONE 2 VIDEO 4,NEC2,210,109,204
ZONE 2 VIDEO 5,NEC2,210,109,204
ZONE 2 VOLUME -,NEC2,210,109,204
ZONE 2 VOLUME +,NEC2,210,109,204
Z2 OFF,NEC2,210,109,204
Z2 ON,NEC2,210,109,204
ZONE 2,NEC2,210,109,204
POWER ON,NEC,210,109,204
POWER OFF,NEC,210,109,204
POWER ON,NEC1,210,17,4
Z2 POWER ON,NEC1,210,17,4
ZONE 2 ON,NEC1,210,17,4
Z2 ON,NEC1,210,17,4
PHONO,NEC1,210,17,10
Z2 PHONO,NEC1,210,17,10
INPUT: PHONO,NEC1,210,17,10
Z2 INPUT PHONO,NEC1,210,17,10
MODE: MONO,NEC1,210,172,84
MODE MONO,NEC1,210,172,84
MONO,NEC1,210,172,84
RESOLUTION,NEC1,210,172,157
RESOLUTION: TOGGLE,NEC1,210,172,157
RESOLUTION SCROLL,NEC1,210,172,157
INPUT USB (FRONT),NEC1,210,172,158
STANDBY,NEC1,210,18,71
Z2 STANDBY,NEC1,210,18,71
ZONE 2 OFF,NEC1,210,18,71
MUTE ON,NEC1,210,18,132
Z2 MUTING ON,NEC1,210,18,132
MUTE OFF,NEC1,210,18,133
Z2 MUTING OFF,NEC1,210,18,133
POWER,NEC1,210,18,203
Z2 STANDBY/ON (TGLE),NEC1,210,18,203
POWER TOGGLE,NEC1,210,18,203
USB FRONT,NEC1,210,19,158
TRIGGER A ON,NEC1,210,2,4
12V TRIGGER A ON,NEC1,210,2,4
TRIGGER A OFF,NEC1,210,2,5
12V TRIGGER A OFF,NEC1,210,2,5
TRIGGER B ON,NEC1,210,2,6
12V TRIGGER B ON,NEC1,210,2,6
12V TRIGGER C OFF,NEC1,210,2,6
12V TRIGGER C ON,NEC1,210,2,6
TRIGGER B OFF,NEC1,210,2,7
12V TRIGGER B OFF,NEC1,210,2,7
TRIGGER C ON,NEC1,210,2,8
12V TRIGGER C ON,NEC1,210,2,8
TRIGGER C OFF,NEC1,210,2,9
12V TRIGGER C OFF,NEC1,210,2,9
12V TRIGGER C ON,NEC1,210,2,9
POWER ON,NEC1,210,21,4
Z3 POWER ON,NEC1,210,21,4
ZONE 2 ON,NEC1,210,21,4
PHONO,NEC1,210,21,10
Z3 PHONO,NEC1,210,21,10
INPUT: PHONO,NEC1,210,21,10
STANDBY,NEC1,210,22,71
Z3 STANDBY,NEC1,210,22,71
ZONE 2 OFF,NEC1,210,22,71
Z3 MUTING ON,NEC1,210,22,132
MUTE ON,NEC1,210,22,132
Z3 MUTING OFF,NEC1,210,22,133
MUTE OFF,NEC1,210,22,133
Z3 STANDBY/ON (TGLE),NEC1,210,22,203
STANDBY/ON,NEC1,210,22,203
USB FRONT,NEC1,210,24,135
RESOLUTION 1080P/24F,NEC1,210,25,195
RESOLUTION SOURCE,NEC1,210,25,201
RESOLUTION THRU,NEC1,210,25,202
RESOLUTION THROUGH,NEC1,210,25,202
RESOLUTION: THROUGH,NEC1,210,25,202
RESOLUTION AUTO,NEC1,210,25,203
RESOLUTION: AUTO,NEC1,210,25,203
RESOLUTION 480P,NEC1,210,25,204
RESOLUTION: 480P,NEC1,210,25,204
RESOLUTION 720P,NEC1,210,25,205
RESOLUTION: 720P,NEC1,210,25,205
RESOLUTION 1080I,NEC1,210,25,206
RESOLUTION: 1080I,NEC1,210,25,206
RESOLUTION 1080P,NEC1,210,25,207
RESOLUTION: 1080P,NEC1,210,25,207
AUDYSSEY OFF,NEC1-f16,210,30,80
AUDYSSEY ON,NEC1-f16,210,30,80
DOLBY VOL OFF,NEC1-f16,210,30,80
DOLBY VOL ON,NEC1-f16,210,30,80
DYNAMIC EQ OFF,NEC1-f16,210,30,80
DYNAMIC EQ ON,NEC1-f16,210,30,80
DYNAMIC VOL OFF,NEC1-f16,210,30,80
MODE: FULL MONO,NEC1-f16,210,30,80
MODE: GAME ACTION,NEC1-f16,210,30,80
MUSIC OPTIMIZER OFF,NEC1-f16,210,30,80
MUSIC OPTIMIZER ON,NEC1-f16,210,30,80
DYMANIC EQ ON,NEC1-f16,210,30,80
DYNAMIC VOLUME OFF,NEC1-f16,210,30,80
MODE FULL MONO,NEC1-f16,210,30,80
MODE GAME ACTION,NEC1-f16,210,30,80
HDMI AUDIO OUT OFF,NEC1-f16,210,30,80
HDMI AUDIO OUT ON,NEC1-f16,210,30,80
